comment,labels
"most importantly , the food was fantastic .",1
charged for _num_ and only did _num_ .,0
solid food and a good place to start out a night .,1
you are better off going to another nearby dry cleaner .,0
their calzones look good .,1
ca n't come in at all with it ?,0
truly the worst mall in america .,0
flying in and out of charlotte most of the time is a great experience .,1
anybody that is not would be totally screwed by these people .,0
the manicure was very quick and not at all thorough .,0
nothing worse than you 'd find in the sf bay area .,0
very nice classic pittsburgh neighborhood italian .,1
always fresh and should be be named best maid .,1
one of the best dining experiences that we 've had .,1
the food is amazing !,1
she is also sweet and i enjoy talking to her .,1
do not do business with these people .,0
do n't go here if you can avoid it .,0
the salmon tasted like it was two weeks old .,0
there are too many decent pizza delivery places around to settle for this .,0
coming here you get the feeling they have n't changed much .,0
i also like the fact that they play some independent fare .,1
ill definitely be back !,1
it was the best ravioli in pittsburgh .,1
the entrees were dull and lacked seasoning .,0
i had the chicken ramen soup for a main course .,0
"in fact , it was awful .",0
did n't havana go out of biz ?,0
wo n't be back .,0
she also explained their different levels of stylists that i had to choose from .,1
this was quite the interesting find on yelp .,1
a great place to socialize your baby .,1
u can find all the yummy food on the authentic menu .,0
"very casual , great italian food with huge portions .",1
absolutely delicious family run italian restaurant .,1
this beautiful nostalgic hotel was a most pleasant place to stay .,1
hardly worthy of mention here a decade later .,0
i highly recommend it !,1
they have lost our business for good .,0
overall a good place to check out .,1
"great sandwiches , and would always get my weekly bag of coffee and milk .",1
the salad was very bland and did n't have much dressing .,0
one minute later all of our food was delivered cold .,0
"having said that , the prices are a bit high .",1
the slaw came and was awful .,0
this place has been around forever and is a great lunch spot .,1
we ended up paying $ _num_ for _num_ people without any drinks .,0
carpet looks really dirty .,0
his prices are reasonable as well !,1
the only positive was the food provided by a local restaurant .,0
"it 's great , fast food .",1
their martinis are fantastic .,1
among the best of the 'burgh .,1
i had the scallops with stir fried vegetables .,0
it 's clean & the food selection is top notch .,1
"the service , the choices , the cake !",1
everyone loved what they got .,1
you eat with your hands and ethiopian bread .,1
the virginia spots are one of my personal favorites .,1
it 's just so festive !,1
overall terrible over priced food experience .,0
it was a smoking room - and i do n't smoke .,0
i 'm very happy .,1
everyone else obviously hates their job and could care less about your medical problems .,0
the crowd tends to be a little more mature which is nice !,1
if i wanted them in _num_ days i would have paid $ _num_ less !,0
i would n't even bother calling it 's not worth the time .,0
expensive but very well presented my scallops were perfect .,1
"i do n't think we finished it , but it was good .",1
decent run of the mill airport .,1
"tim is great , you will get honest repairs done for your car .",1
take the extra _num_ minutes to drive to the south hills location .,0
talk about speaking my love language !,1
it 's easy to see why he has such great reviews .,1
i 've got to ask myself why do i keep doing this .,0
"i certainly appreciated her making the adjustment , considering my aggravation and valid concerns .",0
there daily _num_ dollar specials are a great value .,1
they did n't accommodate for a member of our group that had an allergy .,0
this restaurant has quality food in a great neighborhood .,1
i physically left my whole meal and tray on the table and walked out .,0
the chicken and beef had no seasoning that i could taste at all .,0
"the food is super fresh , locally grown and they even had peach biscuits .",1
good at refilling your water .,1
so clearly lil off there ... other then that we order common breakfast .,0
would have been almost enjoyable if there was service .,0
upon entering you are immediately greeted by pure chaos .,0
i have never placed a bad review of a restaurant until now .,0
i recommend what it is and a nice cold beer !,1
you could n't pay me to go back to this place !,0
her first bite she made a sour face .,0
yes this is also a con because i threw it away .,0
if there was a way to give no stars i would .,0
pasta trio was fantastic .,1
maybe it was the awful dinner spot they put my husband and i at .,0
it was a great program and a good way to have a diversity conversation .,1
dishonest staff ruined it for me .,0
avoid this dude at all costs .,0
i was so incredibly disappointed .,0
for the record ... its not worth $ _num_ .,0
the joint seems to bring out a giant stack of stupid in people .,0
"super clean , modern & well staffed .",1
eggs & country ham was delicious with eggs cooks exactly as ordered .,1
"did it , wo n't do it again .",0
amazing place to buy tennis accessories .,1
also try the fresh saffron pasta - will change your life !,1
would definitely recommend this place to anyone who wants a real home cooked meal .,1
unfortunately rock bottom is one that falls into that category .,0
service does n't get any better than here !,1
freshly made and not a long waiting time .,1
inexpensive but all the food is made fresh in front of you .,1
what i found most annoying was the uncomfortable seating .,0
as always lidia 's is fantastic .,1
called pf changs where the first `` manager '' sent me to another manager .,0
"i got the gourmet burger , medium rare , with broccoli and cauliflower .",1
will definitely order from them again .,1
this is place is no longer what it used to be .,0
great prices and service .,1
they are so friendly here !,1
sweet tasting sauce and crust .,1
i could not believe how filthy this store was .,0
they package everything so well and ship it quickly !,1
great lunch food and cute atmosphere .,1
"my new quaint , inexpensive restaurant !",1
the sushi here was great .,1
all the dogs and wings are delicious .,1
no worries many options to choose from near by .,0
during the summer they were selling fresh herbs in pots .,1
smells terrible weird mixture of nail polish and sour beer .,0
definitely the best place to get a steak .,1
good selection of mexican cheeses .,1
they are always nice and the food always tastes great !,1
this is called no mayo .,0
the only plus was the shuttle service and driver .,0
"north carolina , this is n't looking good for you thus far .",0
service is generally very quick and friendly .,1
falafel was obviously fresh and flavorful .,1
the hot sausage is incredible too .,1
i requested a firm drive it out quote via email .,0
"i do n't like this place , nor the food .",0
came here for dinner and were overall impressed with both the food and service .,1
the staff is always friendly and welcoming .,1
what a horrible experience .,0
i really hate that !,0
worth going for the booze and cheese alone !,1
biscuits are always warm and delicious .,1
always happy to fly to charlotte !,1
the omelettes are amazing ( try the jo jo ) .,1
tracy provided great service ... .,1
only plus is the beer was $ _num_ and they validate parking .,0
very clean and i was able to find a nice restaurant during my layover .,1
it actually hurt my eyes to look at the table it was so bright .,0
i ate about _num_ bites and left the rest .,0
i agree _num_ % on maggie g 's review .,0
mama ricotta 's is a great italian restaurant !,1
i 'm not paying $ _num_ to get rushed service .,0
ca n't wait for more service providers .,0
i 've never had a staring contest with a hostess before .,0
very different than other museums .,1
biggest waste of $ _num_ i 've ever spent .,0
i am never going to order their general tso ever again .,0
will not go back .,0
"first , they got my order totally wrong .",0
"friendly , helpful staff .",1
it was made from pork instead of beef with frozen peas and carrots .,0
everything took a long time to come out and the service was very poor .,0
good pizza at a great price .,1
this school is a terrible deal for what you pay .,0
"service was great , very friendly .",1
food was so bad that i threw it in the trash .,0
the craft beer selection is awesome .,1
thank you yelp and thank you myers park tailors .,1
this stuff looked and tasted more like doughy noodles .,0
one of our favorite italian restaurants .,1
their menu does n't include really any .,0
what a great place !,1
our kids loved it !,1
it 's the same great food .,1
the prices are also very reasonable .,1
the spicy sausage gives it an extra kick that makes you wanting more .,1
well ... luna still falls seriously short for me .,0
"the last person i 'll point out is , i think , larry .",0
there food is great .,1
"yes , just like a bad date , we were done in _num_ minutes .",0
"if you 're famous , why is there never anyone in your restaurant ?",0
"awesome ambience , old school , great place .",1
"in philly , they 'd be out of business in a heartbeat .",0
the decor is so fitting for a soul food restaurant .,1
everyone else has been great !,1
only reason i would go back is speed .,0
love any and all of their spiced brown sauces .,1
the shrimp was overcooked and tough .,0
the mac and cheese was excellent and the okra was good .,1
- and they left me hanging .,0
"as we were waiting , i noticed how dirty the entire interior was .",0
i went back the next day and was served by rebecca .,0
only stay here if you are _num_ .,0
they also had a salad bar that accompanied the fish fry .,0
if you have an emergency do not come here .,0
the decor of the restaurant is very elegant but urban .,1
over all it was a great time .,1
big fail on that expectation .,0
they might have to teach their cooks how to cook a steak .,0
you can come here and have a great consistent experience .,1
thanks to the peeps at d 's for the referral .,1
our server was so sweet too .,1
when she came back and had nothing i gave up .,0
"poor hours , selection and service .",0
just go here be happy .,1
this is the worst chinese food i have ever had in my entire life .,0
"i had a great experience here , you may need to be patient .",1
"overall , the salad bar is not worth ordering .",0
heaven in a donut !,1
good solid pittsburgh institution that 's friendly and efficient and good !,1
everything that is wrong with chain restaurants .,0
we had a great time .,1
the burger and `` spicy '' cajun soup were very mediocre .,0
you can always count on a cool crowd and good music .,1
"hey , i get it .",0
"sadly , i was disappointed .",0
this place had a really cool feeling to it !,1
"great prices , fresh meats and condiments .",1
not a quiet hotel at anytime of the day .,0
the service and the quality of food is impeccable !,1
"i , on the other hand had an absolutely pitiful shrimp po boy .",0
we will definitely be going back !,1
some of the best italian and pizza in the city .,1
saw a huge roach on the wall .,0
"the owner , tom , and the workers will remember your name .",1
this is the best regular ole chinese delivery i 've found .,1
"it 's a quick order , and they bring the food out to you .",1
"the decor was very tasteful , fresh and indian inspired .",1
i would definitely recommend taste of india !,1
the noodles were not good either .,0
i 'll definitely return ( for take out only ) .,1
it was way too thick and absolutely tasteless .,0
usually will give a place at least two times but not in this case .,0
"first , all of the food was extremely overpriced .",0
"as for my ca rolls , the avocado was all brown !",0
"as for the food , it was just okay .",0
i can not comment on the main courses as we did not have any .,0
get a loaf and make french toast - wow !,1
i love this place .,1
the atmosphere was so relaxing and the service was great .,1
use the internet or drive over to matthews and go to fire power .,0
plenty of tvs for us to watch the games .,1
the contact has been fast and very friendly .,1
"and when i say smothered here , this is not a good thing .",0
this place had a great selection .,1
i can send it to marriott if requested . ),0
"while the atmosphere was nice , i did not enjoy the food .",0
walmart does n't even make you do that !,0
we were seated and then waited _num_ minutes to even be greeted .,0
i paid _num_ at my local giant eagle .,0
worst security at any venue i have ever experienced and way overpriced drinks .,0
well worth the time to talk to paul about your ideas .,1
so we went in and wasted _num_ min .,0
"it was slow , disorganized , and not very friendly .",0
"he knew he had issues , bad people and a huge problem .",0
this place is not worth the price !,0
the food is a pale ghost of its former self .,0
"so the food is boxed and i come home , nightmare over , right ?",0
it should be thicker than what i ate .,0
i only went here because i had a groupon .,0
the bedroom however seemed to dull car noise a little better .,0
"my previous review was for an oil change , which i still stand by .",0
"the gyro was a gyro , nothing great , nothing terrible .",0
"the _num_ is good , but the samosa was a bit over-cooked .",1
always fun and plenty of great conversation .,1
i had the spinach ravioli and it was fantastic .,1
it 's clean and they remember your name and what you like done .,1
"i gave the management a heads up , and it was not fixed .",0
this hotel is extremely loud and the walls are very thin .,0
the menu is not the americanized and that is worth three stars alone .,1
my family received just that .,1
"unfortunately , it appears to be very poorly managed .",0
opera has something for everyone .,1
they have fantastic customer service .,1
oh and they also have a great craft beer selection .,1
it was a beautiful sight .,1
i had a solid 2-3 inches cut off .,1
the four stars are for the outstanding customer service !,1
best one i 've seen by far .,1
dedicated customers keep the place full all week long and on the weekends .,1
"the next time i returned , i made an appointment with a different stylist .",0
it was filled with shrimp and topped with a spicy tomato based sauce .,1
the coffee selection is out of this world and the coffee itself is wonderful !,1
i love this pizza .,1
great pre bus and we never had an empty glass .,1
"best cheesesteak on the west side , period .",1
this place was very good .,1
while the rest of the world gets a skinny sandwich and crap service .,0
this should have been our sign to run in the opposite direction .,0
the ambience is excellent and the service was superb .,1
its worth it to me .,1
the fried tofu appetizer is incredible .,1
"seriously , go hungover , and you will be in love .",1
ordered a chicken quesadilla for an app which was really good .,0
"really , not good .",0
not to mention very entertaining and friendly bartender - marty .,1
they always treat my dog like she 's family .,1
i refuse to patronize any business that only accepts cash .,0
fixes have always held up well .,1
the salads are very good !,1
she showed me two options and i chose one .,0
i 've never had a bad meal here and the wait staff is great .,1
very good service and friendly staff .,1
quaint breakfast place in east charlotte .,1
this place never disappoints .,1
"she added _num_ % gratuity , which was when we asked for a manager .",0
all _num_ of us were pretty underwhelmed .,0
this is somewhere to get your eats and keep it moving .,1
my lil heart fell .,0
this is by far my favorite panera location in the pittsburgh area .,1
grilled octopus : where 's the octopus ?,0
"same guy , same attitude .",0
"so , he took the meals back to the kitchen .",0
but keep in mind i have been eating sushi my whole life !,1
spent $ _num_ on a new pair of glasses and they did n't fit .,0
i would not recommend .,0
they have an amazing selection of beers to go .,1
nowhere on the dinosaur tickets we purchased does it say anything about that time !,0
and then she brought our salads and no silverware .,0
fantastic family restaurant and i go to eat family style .,1
thanks debbie & national !,1
all in all a solid choice to stay .,1
bathrooms are filthy and smell awful .,0
"i got a flounder dinner there recently , asked for some extra tartar sauce .",0
this place is amazing .,1
the chicken was tasteless and rubbery .,0
worst mcdonald 's ever .,0
i was quickly greeted by paul - who was great !,0
"sorry buca , a previous visit was much better than this one .",0
kung pao tofu is my favorite so far .,1
the only items that are good there are the bacon and toast .,0
yummy everything -- wonderful people -- great environment !,1
it looks old because it is but that 's part of fun .,1
i absolutely love this place !,1
the service is excellent .,1
"my dining companion got the shrimp hibachi , which was delicious as well .",1
but the blankets are nasty full of burn marks .,0
i love their dark beer and veggie burger !,1
i recently visited mert 's for a brunch date and was so excited .,0
here 's where it gets bad .,0
timeless classic that never goes out of style .,1
my favorite place in pittsburgh for ribs !,1
"first thing they said to us was , we only accept cash .",0
best veal parmesan i 've ever had .,1
great place in charlotte !,1
her nurse made me feel welcome and comfortable .,1
i love that i am a member .,1
a little goodwill would have cost them nothing .,0
worst hertz location experience i have ever had .,0
will gladly continue spending a couple extra dollars here than go elsewhere .,1
as well as a few expensive special specialty stores i.e .,1
it 's great exercise and fun for the kids .,1
the staff at body works plus was extremely helpful and very nice !,1
i wo n't give it just one star though .,0
great place to come check out if you have n't yet .,1
keep in mind the place is cramped if it is busy ... .,1
i made sure i asked for extra sauce ( just in case ) .,0
great people who were so helpful and the products are quality !,1
you will more then likely have to wait for a seat on a weekend .,1
cheap food and good friends .,1
"there are many shops including food options , toy stores , etc .",1
if this is the case then my oh my how the mighty have fallen .,0
i was really dissatisfied that not one was hot enough to eat .,0
"the service was swift , the mood great , the food delicious .",1
i want to like this place but ca n't .,0
helped make the evening enjoyable .,1
maybe we had a bad taste in our mouth already .,0
i think it was overpriced for a pittsburgh restaurant as well .,0
"very reasonable daily specials , and large portions , of tasty fresh prepared food .",1
it was offensive to be suggested that i see some other movie .,0
the decor was pretty nice but the food left alot to be desired .,0
he started off by saying `` just _num_ '' .,0
this pizza is a classic !,1
_num_ weeks and so far no refund has hit my account .,0
i ca n't believe people rate this four stars on average .,0
if you live in shadyside you should give it a shot .,1
best pierogies i 've ever had .,1
"we did n't get anything , and that was a little disappointing .",0
kids really enjoy all the activities .,1
this is a five star mcdonalds so to speak .,0
havent eaten here in years but last i remember it was amazing !,1
if you 're in a hurry do n't come here .,0
service was perfect : attentive but not hovering .,1
it seemed like more authentic japanese and was very fresh and tasted amazing .,1
its only been in new york and dc for years !,0
"tables , benches , whatever it is , dirty .",0
that was a bit disappointing .,0
the stylists are all experienced and professional .,1
staff was super friendly and i loved our bartender .,1
the happy hour specials were also a plus .,1
"plenty of parking is available , and the service is good .",1
i was sooo very disappointed .,0
appetizers are good as well .,1
he said they 're making improvements and that i should try it again .,0
"real stuff , all good , all tasty .",1
"no , no , never , never , uh uh uh !",0
clearly there are zero expectations for customer service here .,0
there is also plenty of naan available .,1
it 's super ghetto and retro but awesome all at the same time .,1
"anyhow , service is great , people who we see are awesome .",1
it makes the layover here so much more comfortable .,1
definitely another good diner that is needed !,1
the food is all house made and truly delicious !,1
great food great entertainment .,1
the staff would not know i had once asked for that room .,0
the atmosphere is very relaxing and staff is always pleasant .,1
the wait staff is incompetent and the food is grossly overpriced with zero flavor .,0
the service was unacceptable .,0
"i was mortified , my boyfriend was mortified , the waitress looked mortified .",0
but getting to that point was one disaster after another .,0
"anyway , you order your food to the bartenders .",0
my husband enjoyed the wings and i had a fantastic sandwich !,1
if i could give _num_ stars i would .,0
the hot tub does n't work .,0
this is really a nice place .,1
not the best or the worst mall in charlotte .,0
dessert was very good .,1
the `` meat '' in my dish was some greasy lips and assholes .,0
this is our favorite dinner spot close to the house .,1
the potatoes were perfectly cooked and the fruit was tasty as well .,1
great southern food in charlotte .,1
best video store in town .,1
the muffins are delicious ( though far from healthy ) .,1
not a great selection of food .,0
the main courses themselves were a disaster .,0
"dad 's a picky eater , but loved their pasta .",1
i love this place .,1
"the italian hoagie is pretty good too , but i prefer the steak .",1
"ordered the fried chicken , my mom got eggs and delicious pancake !",1
"flavor , texture , quantity , and presentation .",1
came here with a group for a friend 's birthday .,1
ate here last night ... fantastic food & service !,1
it 's a whole new restaurant in downtown .,1
my favorite place in bloomfield .,1
they were so wonderful that it made me want to move to nc .,1
i will definitely use this florist again .,1
the skins were a bit thick and doughy .,0
they are very prompt while taking the necessary time to create a quality product .,1
clt is one of american airlines hub and it 's extremely crowded .,0
sat in a different seat and that seat did n't work as well .,0
the kids meals are also good if you want a smaller portion .,1
great job to greg and his team at the caf !,1
looking for a nice stop pre or post dinner or a movie ?,1
linguine rustic was full of clams and tasty .,1
i love this place .,1
"arizona , you did keep us going !",1
"i highly recommend this shop for repairs , maintenance , and check ups .",1
we have always found our food to be very yummy .,1
all in all a fantastic experience !,1
this location was completely overcrowded and dirty .,0
it was unexpected but awesome .,1
this place is awesome .,1
the food is amazing .,1
"overall , i loved shopping here and can not wait to go back !",1
everyone from the host to the servers are attentive and kind .,1
the thing that really makes this place though is their fresh watermelon juice !,1
"they also filed everything with my insurance company , which is great .",1
tessaro 's is really good !,1
every roll i had was incredible and fresh .,1
i do n't care to ever go back and will tell friends to avoid .,0
i always loved the fact pf chang 's offered brown rice .,1
very reasonable price for uptown .,1
"great location , great staff , amazing room .",1
going to just go to the store for refund of the sauce and bread .,0
their breakfast menu is all very good .,1
it took almost _num_ minutes to get our salad .,0
i would definitely recommend visiting them to friends and family !,1
perfect for a happy hour or food before a show .,1
this is my new favorite place .,1
"besides the limited parking , i would not want to leave my car here .",0
are u kidding me ?,0
small and very authentic which i liked !,1
excellent italian rum cake .,1
"it 's clean , the front desk associates are professional and accommodating .",1
"she did n't offer any ideas for help and was quite frankly , rude .",0
"the three dinning rooms , `` outside , '' inside and downstairs .",1
she was also very sweet .,1
seriously the best food ever !,1
a + check it out next time you are in shadyside !,1
what will be done with the empty space that is the question ?,0
"like , just walked out .",0
two taco special '' .,1
but a lot of my friends love this place .,1
i only stopped because i needed ta repair that day and they were close .,0
"if you are into americana , this is the place for you .",1
better deals and better food at a mall food court .,0
so that was weird .,0
we were seated immediately because it was n't too crowded ( bad sign ) .,0
i follow drive diner dives he raved about this place .,0
i was very disappointed in the food .,0
the waitstaff are very unprofessional all standing around and talking loud near your table .,0
thanks to all there !,1
paul is one of our favorite bar tenders in charlotte .,1
always go here for traditional middle eastern staples at decent prices .,1
"the veggies were old and wilted , and there was no dressing on either .",0
both meals were outstanding .,1
this is my indian spot !,1
love love love the steaks they make !,1
i will definitely be going back !,1
stay away from these money hungry thieves !,0
"the shrimp and pasta , however , were cooked well .",0
the hostess said it would be _num_ minutes for a table .,0
"i also love their outdoor seating , both the front and back sides .",1
_num_ of us came here for dinner and ordered burgers and drinks .,0
the ribs were very dry and tough .,0
the manager is nice .,1
they may also want to schedule a couple more servers on a saturday night .,0
good beer at the most reasonable price ive seen .,1
"if you want decent mexican food , go elsewhere .",0
"there is also the well executed , but simple menu .",1
"it 's older , but still fun .",1
this is a wonderful place .,1
"cajun queen was n't awful , but it was n't great either .",0
i wo n't be back .,0
definitely worth a visit while in the strip district !,1
"but very slow service , and overpriced .",0
their vehicles are dirty and smelly .,0
$ _num_ is way too much for a watery shake .,0
did not allow it and could not offer an alternative location .,0
i went out with three others on a friday night to grab some dinner .,0
panera bread has to be the most inconsistent restaurant i have ever been to .,0
"they are soggy and tasteless , maybe the worst i 've ever had .",0
wonderful neighborhood italian restaurant .,1
the specials are great !,1
one of the worst bars on campus .,0
the seafood tasted fresh and the portions were a perfect size for the price .,1
the hygienist that does my cleanings is very good .,1
the drinks are outstanding too !,1
so what is the best pizza in pittsburgh .,1
honest and helpful mechanics .,1
"service was impeccable , appetizers were delicious and everyone enjoyed their entree .",1
the rooms in this hotel are clean and the staff is fantastic .,1
other customers also were returning meals .,0
avoid going here at any cost !,0
"slow , unfriendly staff who refuse to even talk to you sometimes !",0
also brought some snack and they do n't say anything .,1
its no wonder the parking lot was pretty much empty !,0
"i ordered salmon , which was cooked perfectly .",1
"she refused , and again tried to place the blame on me .",0
this guy is out of control its definitely something wrong with him .,0
"perhaps good product , but really poor service .",0
it is a bit pricey but well worth it !,1
which is a huge shame .,0
very good and reasonable prices .,1
the rooms are nicely sized and clean .,1
i came in for my first visit and was very disappointed .,0
appetizers and entrees were great .,1
i just saw superior donuts !,1
it 'd also probably be lovely for a smaller wedding or event .,1
we waited too long to book and this was all we could find .,0
my friend got the salmon cakes and loved them .,1
"unfortunately , mert 's is a failure to the soul food world .",0
the problem i have over and over is the service .,0
the guy does n't know what he is doing .,0
the mac n cheese and pound cake was ok at best .,0
"this is a hidden gem , no really .",1
the garden department is rather large as is my list .,0
nice neighborhood place that is part of my staple diet .,1
i would strongly advise anyone seeking a quality landscaping contractor to look elsewhere .,0
that was not the first time .,0
"charlie and the chocolate factory was playing , but there was no volume .",0
perhaps leftovers from the _num_ steakhouse sale .,0
none of the regulars were there .,0
"they are not military friendly at all , they claim to be .",0
the best italian food in charlotte .,1
the food is standard diner fare but good nonetheless .,1
yes i know sometimes things could land i 'm my food .,0
"great service , nice prices , stylish atmosphere and excellent sushi .",1
it smells like an elderly persons home .,0
very disappointing considering their job is flowers and the flowers they have are terrible .,0
that is how much i hate them .,0
there were only three couples inside including us .,0
"sorry storm , you need to improve this .",0
it was clear all she cared about was bringing me to the cleaners .,0
their oktoberfest tent is a blast and worth a visit .,1
this place was my favorite place ever .,1
their texture was rubbery and they had a `` reheated '' taste to them .,0
"also , the flight was delayed ... how long ?",0
"clean , comfortable , affordable !",1
water glasses stayed empty for almost _num_ minutes !,0
i wish zero stars were an option .,0
both meals were right around $ _num_ and delicious .,1
very rude and unhelpful staff when it comes to complaints !,0
_num_ stars outta the park !,1
the only waitress i 've had there is pretty rude .,0
i love the fact that they make their bread daily too .,1
"if i could , i would give this place zero stars .",0
"go try it , made fresh and never let me down .",1
every time i eat here the food is delicious and consistent .,1
they also have a wind problem every time the front door is open .,0
no darling it was not your rental car .,0
very disappointing considering their pricing structure .,0
would not recommend this restaurant to anyone !,0
"this time , the staff were new , loud and mean .",0
we managed to flag down another waitress and asked for silverware and napkins .,0
this rink just did n't blow my mind .,0
this is my favorite movie theater in the south hills area .,1
he never responded to my call for repairs .,0
"great prices , great customer service .",1
you can see right into the whole kitchen from the dining room .,1
"if you 're white , do n't bother .",0
i only give it _num_ stars because of the wait staff !,0
boo shame on them .,0
one of my favorite coffee places in pittsburgh .,1
it was also an outrageous $ _num_ dollars .,0
i also love their patio seating outside and the bar around the back .,1
unfortunately this is the only restaurant on the lake and they know it .,0
came here for dinner when we first moved to pittsburgh and we loved it .,1
"other than that , this place is grimy , creepy , and nasty .",0
"first , it 's very pricy .",0
saved a lot of time .,1
small portions of some of the most delicious seafood i 've ever tasted .,1
the food is also pretty good .,1
i really like their happy hour menu .,1
i had never seen the steak pie on their menu but it was amazing !,1
best thai cuisine in pgh .,1
if i was n't so tired i would of headed someplace else !,0
oh well i 'll take it !,1
the salad that comes with any entree is awesome !,1
"bread , cheese , meat - that 's it .",0
"thanks , charlotte and all who pass through .",1
"since then , the service level has always been horrible in this store .",0
is n't that what baked ziti is ?,0
i took my wife there for valentines and had an amazing experience !,1
a true artist that we are so glad to have met and worked with .,1
worse cleaning i have ever had .,0
i have one shoe which the sole is falling off .,0
it was pretty busy so we waited for maybe _num_ minutes before being seated .,0
and the prices too high .,0
however this dish ( cajun platter ) lacked any type of cajun spices .,0
if you have a chance this is a must do .,1
the best italian experience i have ever had in the charlotte area .,1
not worth your money .,0
great time for dinner .,1
"it gets crowded , so make a reservation .",1
good prices on draft beer !,1
this place is below average when it comes to service & pizza 's .,0
"the table service is spotty , but colorful .",1
"like i said before , best hotel experience of my life .",1
i asked how long as my husband was picking her up .,0
they have the best bread ever and their cookies are really good too !,1
recommended by one of the hospital employees nearby and i absolutely love it .,1
and then the waitress only brought two of the three beverages .,0
and my photographer stayed to take pics with my ring .,0
this place does n't do it for me at all .,0
it 's also byob which is a bonus !,1
"naturally , i get an automatic voicemail .",0
i use to the this place but the management is horrible .,0
the wings were awful .,0
the hummus is a little bland .,0
this is a great shop in shadyside with a little something for everyone .,1
"i especially love the handmade toys , they are wonderful .",1
"shes says , `` they 're not '' .",0
never understood all the hype about this place .,0
bad planning and execution ?,0
shower was covered in soap scum .,0
"large portions and delicious food , red sea hit the spot !",1
today is monday and i am still sick .,0
so the three of us all ate mediocre chicken sandwiches and we survived .,0
avoid at all cost .,0
well be my new go to for flowers .,1
only complaint was that the cheeses were served too cold to fully appreciate them .,0
they are incompetent with their jobs .,0
i complained but got nowhere .,0
the sweet tea is perfect and pork chops heavenly .,1
"when its nice out , you can eat outside on the side .",1
best beer selection in charlotte .,1
"the service was less than okay and food was mediocre , nothing really memorable .",0
got to say i love the decor and the staff was very friendly .,1
"house made mozzarella , good salads , great specials .",1
nice restaurant and excellent service .,1
this is an amazing airport .,1
waiting _num_ minutes for a cold club and cup of soup is totally unacceptable .,0
last night we went there and i got chicken tacos .,0
but i really do n't think there 's much you can mess up .,0
the service was a _num_ .,0
"quick service , a good price , and very friendly also .",1
"food was very good , and service was excellent .",1
"my toes look great , the staff is super nice !",1
"yeah , i will be back , tomorrow most likely .",1
the staff is friendly & attentive .,1
you can get better service elsewhere for cheaper .,0
the sauce that was served with it did n't do much to save it .,0
pretty much every seat in the house is a good seat .,1
it 's a terrific ice cream shop with a wonderful neighborhood feel about it .,1
"it 's generic , it 's dull , and it 's over rated .",0
i had trouble finding a seat since most had trash or were dirty .,0
so beautiful and filled with many inspiration pieces .,1
so many fond memories with my family and friends eating at this taco bell .,1
they are alway so happy to see you !,1
both were very dry and lacked flavor .,0
the potato gnocchi are excellent and the spinach and ricotta raviolis are also wonderful .,1
my wife and i always have a wonderful time at the queen .,1
it 's really good to have a restaurant that cooks with heart and soul .,1
love these hot cakes .,1
furniture made today should hold up as well !,1
the paper tickets are so _num_ 's .,0
buffet only with a limited tapas menu .,0
"also , the prices are so reasonable i wonder how he stays in business .",1
"the servers are nice , the portions are generous .",1
this was more than _num_ hours after i had placed the order .,0
and a wide variety of wines .,1
the whole staff especially our server were so unhappy saturday .,0
"huge , varied , and gourmet .",1
these guys has the seeds to call and leave a message to call back .,0
this was the must disgusting restaurant i have eaten at in years .,0
in its place was a watered down ketchup sauce .,0
we found an amazing ring and i could n't be happier .,1
it includes fries and cole slaw - both of which were good .,1
the children really had a good time with lots to do .,1
"nice , clean and easy to navigate .",1
extremely disappointed with my experience and i will not be coming back .,0
"but i 'm a tourist here , and wanted to try it .",0
so i am fairly hard to please and i love this place .,1
i was very specific when i made my reservations several months ago .,0
not even a simple `` i 'm sorry . '',0
my order was $ _num_ .,0
i find the rice in any chinese buffet way much better !,0
this is probably the worst hotel i 've ever stayed in .,0
the `` dean roll '' in particular is fantastic .,1
the batter was crispy and the squash was soggy on the inside .,0
"at this point , one star is being generous .",0
delicious lunch while traveling .,1
i ordered mine with ketchup mustard and relish .,1
"food , service and atmosphere were excellent .",1
"if i were to go back , it certainly would not be to eat .",0
walgreens - at least this location - has gone downhill .,0
atmosphere is awesome ... food is terrible .,0
maybe because it was monday night and the c team was working .,0
we also had wonderful service .,1
when the food arrived it was mediocre at best .,0
it 's really not good .,0
hands down one of the most friendliest and honest body shop around .,1
very low quality food for the price .,0
it was supposed to be delivered on tuesday .,0
it was cooked and seasoned perfectly !,1
"almost everything was well over $ _num_ per meal , even the staple stuff .",0
and she does n't do stairs at all !,0
have you ever been to a sports bar where there is no games on ?,0
our dog loves it here !,1
there are fruit flies hovering around our table too .,0
the prices are reasonable and the staff has been friendly both times !,1
"it gets packed every weekend with students , parents , and locals alike .",1
they have an acoustics problem here .,0
"pizza came , it was ok , but crust was tough .",0
"the whole experience was rushed , which made me feel very uncomfortable .",0
the food looked and tasted great .,1
"better than earth fare , better than trader joes , straight up .",1
"they charge like $ _num_ for this , which is a complete ripoff .",0
"friendly , informative sales people , helpful finance people , excellent service people .",1
"do not attend this college , i repeat do not attend this college .",0
the food was very good and plenty .,1
the food was delicious .,1
every cake my family ever purchased has been from here .,1
awesome place to go on a date .,1
after getting it corrected my fries were then really cold .,0
